,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
312,Ryan Hardie,sct SCO,FWMF,Plymouth Argyle,27,1997,37,28,2265,25.2,10,3,13,7,3,3,0,0,0.40,0.12,0.52,0.28,0.40,Matches,7cd95992
313,Wes Harding,jm JAM,DF,Millwall,27,1996,5,2,193,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,45ac6fe1
314,Marcus Harness,eng ENG,MFFW,Derby County,28,1996,41,26,2356,26.2,4,3,7,4,0,0,11,0,0.15,0.11,0.27,0.15,0.27,Matches,90e9ca3d
315,Mark Harris,wls WAL,FW,Oxford United,25,1998,46,34,2893,32.1,6,3,9,6,0,0,3,0,0.19,0.09,0.28,0.19,0.28,Matches,fcc02804
316,Daiki Hashioka,jp JPN,DFMF,Luton Town,25,1999,17,12,1204,13.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,10cb48b7
317,Joseph Hatch,wls WAL,MF,Plymouth Argyle,17,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e8adab3b
318,Ryo Hatsuse,jp JPN,DF,Sheffield Weds,27,1997,6,5,348,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,55e1f45d
319,Isaac Hayden,jm JAM,MF,Portsmouth,29,1995,17,12,936,10.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c951a6df
320,Conor Hazard,nir NIR,GK,Plymouth Argyle,26,1998,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,10161491
321,Ryan Hedges,wls WAL,MF,Blackburn,29,1995,42,33,2561,28.5,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11,Matches,c54816a4
322,Torbjørn Heggem,no NOR,DF,West Brom,25,1999,45,45,4010,44.6,1,2,3,1,0,0,3,0,0.02,0.04,0.07,0.02,0.07,Matches,834fea76
323,Michał Helik,pl POL,DF,Oxford United,28,1995,20,20,1800,20.0,5,0,5,5,0,0,4,0,0.25,0.00,0.25,0.25,0.25,Matches,1d031d1f
324,Onel Hernández,cu CUB,FW,Norwich City,31,1993,23,5,639,7.1,0,3,3,0,0,0,2,0,0.00,0.42,0.42,0.00,0.42,Matches,007b39a5
325,Brad Hills,eng ENG,DF,Norwich City,20,2004,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9936c8e1
326,Yu Hirakawa,jp JPN,MF,Bristol City,23,2001,36,17,1657,18.4,2,2,4,2,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches,578e7583
327,Václav Hladký,cz CZE,GK,Burnley,33,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6658971d
328,Rob Holding,eng ENG,DF,Sheffield United,28,1995,10,4,420,4.7,0,1,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches,d79a8c87
329,Mason Holgate,jm JAM,DF,West Brom,27,1996,26,21,1983,22.0,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,Matches,d0042ab9
330,Duane Holmes,us USA,MF,Preston,29,1994,29,6,835,9.3,1,1,2,1,0,0,4,0,0.11,0.11,0.22,0.11,0.22,Matches,47a050ed
331,Tom Holmes,eng ENG,DF,Luton Town,24,2000,18,15,1316,14.6,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,Matches,db317640
332,George Honeyman,eng ENG,MF,Millwall,29,1994,40,28,2422,26.9,2,5,7,2,0,0,7,0,0.07,0.19,0.26,0.07,0.26,Matches,84afeaff
333,Ethan Horvath,us USA,GK,Cardiff City,29,1995,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f65d5ce
334,Jordan Houghton,eng ENG,MF,Plymouth Argyle,28,1995,30,15,1526,17.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9976d562
335,Andreas Hountondji,bj BEN,MFFW,Burnley,22,2002,9,2,209,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,02953b59
336,Jonny Howson,eng ENG,DFMF,Middlesbrough,36,1988,21,15,1396,15.5,1,0,1,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,Matches,08b10f50
337,Andrew Hughes,wls WAL,DFMF,Preston,32,1992,40,36,3236,36.0,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches,18a6749d
338,Charlie Hughes,eng ENG,DF,Hull City,20,2003,27,26,2345,26.1,1,1,2,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,Matches,29c29cef
339,Trai Hume,nir NIR,DF,Sunderland,22,2002,44,43,3810,42.3,3,6,9,3,0,0,11,1,0.07,0.14,0.21,0.07,0.21,Matches,4fa3a3a4
340,Bashir Humphreys,eng ENG,DF,Burnley,21,2003,25,20,1777,19.7,1,2,3,1,0,0,3,1,0.05,0.10,0.15,0.05,0.15,Matches,d2b32e91
341,Shaun Hutchinson,eng ENG,DF,Millwall,33,1990,9,4,396,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,64400baf
342,Dominic Hyam,sct SCO,DF,Blackburn,28,1995,46,46,4140,46.0,2,2,4,2,0,0,5,0,0.04,0.04,0.09,0.04,0.09,Matches,ce95958a
343,Adam Idah,ie IRL,FW,Norwich City,23,2001,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,291e3ec3
344,Kelechi Iheanacho,ng NGA,MFFW,Middlesbrough,27,1996,15,9,765,8.5,1,2,3,1,0,0,0,0,0.12,0.24,0.35,0.12,0.35,Matches,c92e1a31
345,Michael Ihiekwe,eng ENG,DF,Sheffield Weds,31,1992,22,20,1821,20.2,2,0,2,2,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,d9524d3b
346,Samuel Iling-Junior,eng ENG,DFMF,Middlesbrough,20,2003,16,11,1057,11.7,1,2,3,1,0,0,2,0,0.09,0.17,0.26,0.09,0.26,Matches,ba492306
347,Tom Ince,eng ENG,MF,Watford,32,1992,32,13,1289,14.3,1,1,2,0,1,1,1,0,0.07,0.07,0.14,0.00,0.07,Matches,67d23ab0
348,Svante Ingelsson,se SWE,MF,Sheffield Weds,26,1998,35,19,1692,18.8,1,5,6,1,0,0,5,0,0.05,0.27,0.32,0.05,0.32,Matches,4133cfcf
349,Matt Ingram,eng ENG,GK,Oxford United,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f9dcb31
350,Dominic Iorfa,eng ENG,DF,Sheffield Weds,29,1995,22,17,1435,15.9,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,65b091e9
351,Wilson Isidor,ht HAI,FW,Sunderland,23,2000,43,34,3112,34.6,12,2,14,12,0,2,9,0,0.35,0.06,0.40,0.35,0.40,Matches,a671316d
352,Freddie Issaka,wls WAL,MF,Plymouth Argyle,18,2006,19,3,596,6.6,1,0,1,1,0,0,0,1,0.15,0.00,0.15,0.15,0.15,Matches,f125cad0
353,Mihailo Ivanović,rs SRB,FWMF,Millwall,19,2004,37,23,2176,24.2,12,0,12,11,1,1,2,0,0.50,0.00,0.50,0.45,0.45,Matches,71c620d7
354,Kayden Jackson,eng ENG,MFFW,Derby County,30,1994,46,28,2575,28.6,3,2,5,3,0,0,6,0,0.10,0.07,0.17,0.10,0.17,Matches,4cb3b5a7
355,Matty Jacob,eng ENG,DF,Hull City,23,2001,8,4,447,5.0,1,0,1,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches,2875c756
356,Daniel James,wls WAL,MF,Leeds United,26,1997,36,30,2609,29.0,12,9,21,12,0,0,4,0,0.41,0.31,0.72,0.41,0.72,Matches,c931d9f9
357,William Jarvis,eng ENG,MF,Hull City,21,2002,6,0,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f471718a
358,Daniel Jebbison,ca CAN,FW,Watford,20,2003,13,3,387,4.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,03edb878
359,Lukas Jensen,dk DEN,GK,Millwall,25,1999,41,41,3689,41.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,47ed3795
360,Eom Ji-sung,kr KOR,MF,Swansea City,22,2002,37,28,2287,25.4,3,2,5,3,0,0,2,0,0.12,0.08,0.20,0.12,0.20,Matches,3a049da1
361,Viktor Johansson,se SWE,GK,Stoke City,25,1998,46,46,4140,46.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,e4a588a7
362,Daniel Johnson,jm JAM,MF,Stoke City,31,1992,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6d477b52
363,Joseph Johnson,eng ENG,DFMF,Luton Town,18,2006,8,5,470,5.2,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,d9e7c4da
364,Marvin Johnson,eng ENG,MFDF,Sheffield Weds,33,1990,41,30,2795,31.1,0,2,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,dc82e7f1
365,Michael Johnston,ie IRL,MF,West Brom,25,1999,40,25,2069,23.0,3,5,8,3,0,0,3,0,0.13,0.22,0.35,0.13,0.35,Matches,9bd73cce
366,Alfie Jones,ca CAN,DF,Hull City,26,1997,41,37,3389,37.7,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,e5c107a1
367,Harrison Jones,eng ENG,MF,Sunderland,19,2004,4,2,132,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2a78981b
368,Isaiah Jones,gy GUY,MF,Middlesbrough,25,1999,21,8,796,8.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,422ee5c7
369,Isaiah Jones,gy GUY,MF,Luton Town,25,1999,17,16,1310,14.6,2,0,2,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,422ee5c7
370,Kyle Joseph,sct SCO,FWMF,Hull City,22,2001,16,13,1009,11.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9d29bb8
371,Mateo Joseph,es ESP,FW,Leeds United,20,2003,39,11,1285,14.3,3,3,6,3,0,0,0,0,0.21,0.21,0.42,0.21,0.42,Matches,6ad43f9a
372,Mads Juel Andersen,dk DEN,DF,Luton Town,26,1997,8,5,410,4.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f098c03e
373,Bae Jun-ho,kr KOR,MF,Stoke City,20,2003,45,37,3260,36.2,3,5,8,3,0,0,5,0,0.08,0.14,0.22,0.08,0.22,Matches,0895ffb1
374,Matěj Jurásek,cz CZE,FW,Norwich City,20,2003,2,1,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,742ea558
375,Abdoulaye Kamara,gn GUI,MF,Portsmouth,19,2004,5,0,124,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5038a16d
376,Abu Kamara,eng ENG,FWMF,Norwich City,21,2003,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6fbfa77
377,Abu Kamara,eng ENG,MFFW,Hull City,21,2003,36,25,2256,25.1,5,3,8,5,0,0,1,0,0.20,0.12,0.32,0.20,0.32,Matches,a6fbfa77
378,Thomas Kaminski,be BEL,GK,Luton Town,31,1992,45,45,3990,44.3,0,1,1,0,0,0,5,1,0.00,0.02,0.02,0.00,0.02,Matches,1caa93a5
379,Wilfried Kanga,ci CIV,FW,Cardiff City,26,1998,15,5,458,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b4c816a9
380,Augustus Kargbo,sl SLE,MF,Blackburn,24,1999,8,2,186,2.1,0,1,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,Matches,0c8f27b5
381,Nikola Katić,ba BIH,DF,Plymouth Argyle,27,1996,15,14,1223,13.6,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,35bd124a
382,Edo Kayembe,cd COD,MFFW,Watford,26,1998,44,37,3196,35.5,8,1,9,6,2,2,11,1,0.23,0.03,0.25,0.17,0.20,Matches,f99b71de
383,Will Keane,ie IRL,FWMF,Preston,31,1993,27,13,1124,12.5,3,0,3,3,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches,fc7f8f87
384,Kévin Keben,cm CMR,DF,Watford,20,2004,6,3,256,2.8,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,c43a8336
385,Daniel Kelly,sct SCO,MF,Millwall,18,2005,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dec73dc2
386,Kaine Kesler-Hayden,eng ENG,MFDF,Preston,21,2002,44,41,3670,40.8,2,3,5,2,0,0,6,0,0.05,0.07,0.12,0.05,0.12,Matches,9b066938
387,Josh Key,eng ENG,DF,Swansea City,24,1999,45,39,3469,38.5,1,3,4,1,0,0,3,0,0.03,0.08,0.10,0.03,0.10,Matches,98882eb8
388,Ben Killip,eng ENG,GK,Portsmouth,28,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c23e227
389,Peter Kioso,cd COD,DF,Oxford United,25,1998,30,26,2302,25.6,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,40920f01
390,Liam Kitching,eng ENG,DF,Coventry City,24,1999,27,26,2284,25.4,0,1,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,Matches,23aa33e2
391,Jason Knight,ie IRL,MF,Bristol City,23,2001,46,46,4140,46.0,3,6,9,3,0,0,6,0,0.07,0.13,0.20,0.07,0.20,Matches,b83ec960
392,Olaf Kobacki,pl POL,FWMF,Sheffield Weds,23,2001,12,4,369,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4bfa13ab
393,Luca Koleosho,it ITA,MF,Burnley,19,2004,28,20,1677,18.6,2,0,2,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,fc076f78
394,Rayan Kolli,dz ALG,FWMF,QPR,19,2005,20,9,822,9.1,4,2,6,4,0,0,2,0,0.44,0.22,0.66,0.44,0.66,Matches,55388631
395,Lewis Koumas,wls WAL,MF,Stoke City,18,2005,43,26,2441,27.1,3,2,5,3,0,0,5,0,0.11,0.07,0.18,0.11,0.18,Matches,d77edba6
396,Ronan Kpakio,wls WAL,DF,Cardiff City,17,2007,3,1,108,1.2,0,1,1,0,0,0,0,0,0.00,0.83,0.83,0.00,0.83,Matches,d1aaf010
397,Tom Krauß,de GER,MF,Luton Town,23,2001,23,20,1601,17.8,2,4,6,2,0,0,1,0,0.11,0.22,0.34,0.11,0.34,Matches,9f77012e
398,Paddy Lane,nir NIR,MF,Portsmouth,23,2001,22,13,1074,11.9,1,1,2,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,Matches,426f0566
399,Callum Lang,eng ENG,MF,Portsmouth,25,1998,32,28,2438,27.1,10,2,12,8,2,2,9,0,0.37,0.07,0.44,0.30,0.37,Matches,8df5f70b
400,Sondre Langås,no NOR,DF,Derby County,23,2001,14,13,1118,12.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,107e4890
401,Macaulay Langstaff,eng ENG,FW,Millwall,27,1997,34,14,1388,15.4,1,2,3,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches,ca9b48af
402,Will Lankshear,eng ENG,FW,West Brom,19,2005,11,4,350,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,92df535b
403,Yasser Larouci,dz ALG,MFDF,Watford,23,2001,39,26,2136,23.7,0,3,3,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,0ed063d6
404,Joël Latibeaudière,jm JAM,DF,Coventry City,24,2000,33,29,2574,28.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,a4183553
405,Emmanuel Latte Lath,ci CIV,FW,Middlesbrough,25,1999,29,20,1765,19.6,11,3,14,9,2,2,3,0,0.56,0.15,0.71,0.46,0.61,Matches,1c9cfad4
406,Josh Laurent,eng ENG,MF,Stoke City,29,1995,3,3,270,3.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f0068e0f
407,Josh Laurent,eng ENG,MF,Burnley,29,1995,42,25,2451,27.2,2,2,4,2,0,0,4,0,0.07,0.07,0.15,0.07,0.15,Matches,f0068e0f
408,Bosun Lawal,ie IRL,DF,Stoke City,21,2003,7,1,206,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,770f1584
409,Dylan Lawlor,wls WAL,DF,Cardiff City,18,2006,1,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cccfe752
410,Enzo Le Fée,fr FRA,MF,Sunderland,24,2000,15,11,1001,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches,6f806d99
411,Tom Leahy,eng ENG,FW,Millwall,20,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2f34f23
412,Ryan Ledson,eng ENG,MF,Preston,26,1997,26,14,1211,13.5,1,1,2,1,0,0,7,0,0.07,0.07,0.15,0.07,0.15,Matches,33a5c9b8
413,Greg Leigh,jm JAM,DFMF,Oxford United,29,1994,34,24,2338,26.0,6,1,7,6,0,0,1,0,0.23,0.04,0.27,0.23,0.27,Matches,9684b64f
414,Harry Leonard,eng ENG,FW,Blackburn,20,2003,9,0,149,1.7,1,0,1,1,0,0,0,0,0.60,0.00,0.60,0.60,0.60,Matches,b8c665a1
415,Ryan Leonard,eng ENG,DF,Millwall,32,1992,33,29,2631,29.2,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches,fd45ca7b
416,Lincoln,br BRA,MF,Hull City,25,1998,11,4,420,4.7,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,27504df8
417,Liam Lindsay,sct SCO,DF,Preston,28,1995,35,29,2609,29.0,1,1,2,1,0,0,10,2,0.03,0.03,0.07,0.03,0.07,Matches,30d47f6f
418,Alfie Lloyd,eng ENG,MFFW,QPR,21,2003,27,4,747,8.3,2,0,2,2,0,0,4,0,0.24,0.00,0.24,0.24,0.24,Matches,f6702aa2
419,Ben Lloyd,wls WAL,MF,Swansea City,19,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c40d850b
420,George Long,eng ENG,GK,Norwich City,30,1993,9,8,765,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,754e3f2d
421,Sam Long,eng ENG,DF,Oxford United,29,1995,24,18,1657,18.4,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,287fb669
422,Ryan Longman,eng ENG,MFFW,Hull City,23,2000,9,6,478,5.3,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches,9af7cc6d
423,Imran Louza,ma MAR,MF,Watford,25,1999,33,30,2677,29.7,2,5,7,2,0,0,11,0,0.07,0.17,0.24,0.07,0.24,Matches,e1df6989
424,Jamal Lowe,jm JAM,FWMF,Sheffield Weds,30,1994,24,12,960,10.7,3,2,5,3,0,0,2,0,0.28,0.19,0.47,0.28,0.47,Matches,b2856bc0
425,Max Lowe,eng ENG,DF,Sheffield Weds,27,1997,34,31,2684,29.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7af88b33
426,Nathan Lowe,eng ENG,FWMF,Stoke City,18,2005,10,5,468,5.2,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,5567d6f5
427,Lucas,br BRA,DF,Burnley,23,2001,34,32,2794,31.0,0,2,2,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06,Matches,5d68f5b2
428,Nicolas Madsen,dk DEN,MF,QPR,24,2000,31,20,1753,19.5,3,3,6,2,1,1,2,0,0.15,0.15,0.31,0.10,0.26,Matches,6d7e4b06
429,Lucien Mahovo,eng ENG,DF,Norwich City,19,2005,8,6,524,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,baf80e27
430,Josh Maja,ng NGA,FW,West Brom,25,1998,26,26,2056,22.8,12,2,14,12,0,0,2,0,0.53,0.09,0.61,0.53,0.61,Matches,bc0bfc64
431,Christ Makosso,cg CGO,DF,Luton Town,20,2004,13,12,956,10.6,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches,70481099
432,Million Manhoef,nl NED,MFFW,Stoke City,22,2002,34,28,2422,26.9,5,5,10,5,0,0,1,0,0.19,0.19,0.37,0.19,0.37,Matches,3fa733bc
433,Sivert Mannsverk,no NOR,MF,Cardiff City,22,2002,14,12,1004,11.2,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,773e16b9
434,Benson Manuel,ao ANG,FWMF,Burnley,27,1997,3,0,46,0.5,1,0,1,1,0,0,1,0,1.96,0.00,1.96,1.96,1.96,Matches,d7f99582
435,Emiliano Marcondes,dk DEN,MFFW,Norwich City,29,1995,33,25,2280,25.3,5,6,11,5,0,0,5,0,0.20,0.24,0.43,0.20,0.43,Matches,4d960fc3
436,Ephron Mason-Clark,jm JAM,MFFW,Coventry City,24,1999,30,17,1630,18.1,5,5,10,5,0,0,2,0,0.28,0.28,0.55,0.28,0.55,Matches,0d5a541f
437,Han-Noah Massengo,fr FRA,MF,Burnley,23,2001,8,1,97,1.1,0,1,1,0,0,0,1,0,0.00,0.93,0.93,0.00,0.93,Matches,eba1e557
438,Zavier Massiah,eng ENG,FW,Watford,17,2007,4,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a1b127d
439,Eliot Matazo,be BEL,MF,Hull City,22,2002,6,4,300,3.3,1,0,1,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches,15944afd
440,Alex Matos,eng ENG,MFFW,Oxford United,19,2004,20,10,933,10.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,ed383e43
441,Hayden Matthews,au AUS,DF,Portsmouth,20,2004,6,3,318,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5b6682d4
442,Eliezer Mayenda,es ESP,FWMF,Sunderland,19,2005,37,22,2155,23.9,8,5,13,8,0,0,2,0,0.33,0.21,0.54,0.33,0.54,Matches,6a021e43
443,Fally Mayulu,fr FRA,FW,Bristol City,22,2002,15,3,402,4.5,2,0,2,2,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,c7ad19f8
444,Sam McCallum,eng ENG,DFMF,Sheffield United,23,2000,33,9,1057,11.7,2,0,2,2,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches,7074c8f1
445,Alistair McCann,nir NIR,MF,Preston,24,1999,29,28,2418,26.9,1,0,1,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches,0a14d8a7
446,Ruairi Mcconville,nir NIR,DF,Norwich City,19,2005,8,3,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a28b886
447,George McCormick,eng ENG,DF,Middlesbrough,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9da4783b
448,Ross McCrorie,sct SCO,MFDF,Bristol City,26,1998,23,18,1475,16.4,5,0,5,5,0,0,10,1,0.31,0.00,0.31,0.31,0.31,Matches,94d628b1
449,Josh McEachran,eng ENG,MF,Oxford United,31,1993,12,6,508,5.6,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,48565585
450,Kyle McFadzean,sct SCO,DF,Blackburn,37,1987,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d958cde6
451,Riley McGree,au AUS,MF,Middlesbrough,25,1998,17,11,943,10.5,1,5,6,1,0,0,2,0,0.10,0.48,0.57,0.10,0.57,Matches,59d61727
452,Marcus McGuane,eng ENG,MF,Bristol City,25,1999,21,11,1063,11.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,781b698a
453,Mark McGuinness,ie IRL,DF,Luton Town,23,2001,43,41,3753,41.7,3,3,6,3,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,0fae1880
454,Tom McIntyre,sct SCO,DF,Portsmouth,25,1998,12,11,1019,11.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,6e90b2f7
455,Kenny McLean,sct SCO,MFDF,Norwich City,32,1992,34,33,2994,33.3,0,4,4,0,0,0,6,1,0.00,0.12,0.12,0.00,0.12,Matches,471f16b3
456,Sean McLoughlin,ie IRL,DF,Hull City,27,1996,37,37,3213,35.7,0,1,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,Matches,315eb8f6
457,Paddy McNair,nir NIR,DF,West Brom,29,1995,2,2,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8ac454b5
458,Luke McNally,ie IRL,DF,Bristol City,24,1999,26,26,2322,25.8,3,1,4,3,0,0,5,0,0.12,0.04,0.16,0.12,0.16,Matches,22a93e73
459,Luke McNally,ie IRL,DF,Burnley,24,1999,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,22a93e73
460,Dan McNamara,ie IRL,DF,Millwall,25,1998,13,7,683,7.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,390a580b
461,Charlie McNeill,eng ENG,FWMF,Sheffield Weds,20,2003,4,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f9de9c23
462,Jayden Meghoma,eng ENG,MFDF,Preston,18,2006,12,11,768,8.5,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,07382f6c
463,Marvin Mehlem,de GER,MF,Hull City,26,1997,16,9,902,10.0,0,3,3,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches,10876d02
464,Anis Mehmeti,al ALB,MFFW,Bristol City,23,2001,42,29,2558,28.4,12,1,13,10,2,2,3,0,0.42,0.04,0.46,0.35,0.39,Matches,48a08f79
465,Yakou Méïte,ci CIV,MFFW,Cardiff City,28,1996,34,11,1201,13.3,3,0,3,3,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,c55e8ab0
466,Hannibal Mejbri,tn TUN,MF,Burnley,21,2003,37,23,1924,21.4,1,4,5,1,0,0,8,1,0.05,0.19,0.23,0.05,0.23,Matches,ca22ccb0
467,Nathaniel Mendez-Laing,gt GUA,MFFW,Derby County,32,1992,41,26,2098,23.3,3,4,7,2,1,1,4,0,0.13,0.17,0.30,0.09,0.26,Matches,b4b2f632
468,Teden Mengi,eng ENG,DF,Luton Town,22,2002,20,17,1569,17.4,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,Matches,91748070
